Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,RSI,MACD,MACD_signal,Daily_Return,Target
2014-04-03,832.4427490234375,838.3983745068731,825.1807657955096,834.8826718249774,1581194,823.5361633300781,835.2003344726562,825.5693748829202,52.25495715268656,-3.438934761685573,-6.1088690002566555,-0.002646885857910286,0
2014-04-04,821.818603515625,840.3194257784454,818.418096437169,834.5559180570568,1694656,821.5784942626954,834.1924536132813,825.2121585622255,49.91096784871599,-3.352641885121784,-5.557623577229681,-0.012762614029944941,1
2014-04-07,827.5628051757812,832.2312084807567,814.8446284430327,818.4564825693734,2594986,820.1433776855469,833.4651379394531,825.4360296682785,54.06754659016101,-2.788599847857199,-5.003818831355185,0.006989622327340017,0
2014-04-09,822.414306640625,830.7137974590851,808.8124623734385,826.8714579703751,3350500,820.1001586914062,832.6636328125,825.1482465227876,65.69801346347467,-2.725614091005923,-4.548177883285332,-0.006221278316227208,0
2014-04-10,816.938720703125,825.5839818841724,812.7313790230994,822.4140527844551,2152886,819.6102508544922,831.8686511230469,824.366386920915,53.35942479854629,-3.0820040247718907,-4.2549431115826435,-0.006657941007697787,1
2014-04-11,831.5206298828125,835.6702810038892,806.8911990924346,813.8074093703698,2340742,819.3153594970703,831.4978662109374,825.0477433934766,56.479258029579384,-2.1628751320520223,-3.8365295156765193,0.0178494528538653,1
2014-04-15,865.58251953125,867.5997465771002,835.34334429106,838.0137499046303,3597244,821.2979949951172,831.8279125976562,828.9081982637407,64.33370148964623,1.29907602516289,-2.8094084075086374,0.04096337291503871,0
2014-04-16,843.8928833007812,869.9054980271886,839.2436158635738,869.9054980271886,3475910,822.3882476806641,831.664228515625,830.3353111244112,56.208666067311825,2.266399243625415,-1.794246877281827,-0.02505784918370879,1
2014-04-17,854.1134033203125,855.6887996570675,823.2978667460794,852.9991626576964,7681438,824.326708984375,831.5247485351563,832.5998913335446,67.33193929908502,3.813757786786482,-0.6726459444681652,0.012111157970138287,0
2014-04-21,853.6717529296875,861.7982632067577,849.6565270334687,852.9993435372595,1842594,827.8299713134766,831.734541015625,834.606735295082,67.05930761379977,4.947382736315376,0.451359791688543,-0.0005170863598534803,0
2014-04-22,853.402587890625,864.4876778747476,852.9606626909939,858.3591668968032,1486274,829.9980010986328,832.2701586914062,836.3968164946575,66.22563021149554,5.757698146803932,1.512627462711621,-0.0003153027356694871,0
2014-04-23,850.5977172851562,862.1823307735647,845.737196423508,857.379407468736,1938992,831.6646118164062,832.4188598632812,837.7492832366097,61.756219036881646,6.103195492513237,2.430741068671944,-0.0032866910005530103,0
2014-04-24,850.5977172851562,850.5977172851562,850.5977172851562,850.5977172851562,0,832.839404296875,832.7147204589844,838.9729436221855,56.19053736203128,6.304332210746907,3.2054592970869367,0.0,0
2014-04-25,847.33154296875,858.7624979186743,842.701507160391,855.6886276800392,3160448,833.9652038574219,833.1823327636719,839.7690007028108,55.440123602273026,6.129524198815147,3.790272277432579,-0.0038398578435301367,0
2014-04-28,841.9907836914062,854.0364571593126,837.6681533975707,847.331596042735,2550766,835.8450531005859,833.9338903808593,839.980599082677,53.989351528594746,5.496670751971465,4.131551972340357,-0.006303033708188854,1
2014-04-29,843.1051025390625,847.7543695210405,836.4386078991921,839.9351733623746,1846180,837.7662170410156,834.6451025390625,840.278170840428,59.661700043438564,5.027096811357296,4.310660940143745,0.0013234335449265888,0
2014-04-30,841.1649169921875,847.4664098497972,838.0142174669395,839.5896141331203,2397378,839.4395477294922,835.2886999511719,840.3626228548812,56.394664518058015,4.447135511565875,4.337955854428171,-0.0023012380556493017,1
2014-05-02,848.5611572265625,852.9606156844906,838.1100161306709,838.1100161306709,1917778,840.8861846923828,835.8627380371094,841.1434356521842,62.037822800460845,4.532083736846744,4.376781430911885,0.008792853915998045,1
2014-05-05,850.578369140625,856.4571652137374,846.9089174820388,849.4641286109144,1314478,841.5970123291015,836.2146911621094,842.0420007463214,65.99686071999108,4.707908126016491,4.443006769932806,0.0023772145317793036,0
2014-05-06,844.8919067382812,853.6140915364465,841.4722624638963,850.5785873647555,961232,842.1090087890625,836.4721264648438,842.3134203646033,56.946183918906485,4.338389970039316,4.422083409954109,-0.006685406787488635,0
2014-05-07,832.0780029296875,846.4675482545674,822.2992658567617,841.87597046509,4716182,842.090771484375,836.4686730957031,841.3386187041351,27.663982786710477,2.977249344926804,4.133116596948648,-0.015166323296978979,0
2014-05-08,830.7328491210938,838.3214679780136,825.1998251639426,831.9047811743411,2606900,842.5364837646484,836.1927893066406,840.3285454105121,37.96117003575681,1.7695941428576134,3.6604121061304413,-0.0016166198407572274,0
2014-05-09,829.90673828125,839.4357574778486,826.8713280848202,826.8713280848202,1799440,842.6536804199219,835.9664758300781,839.3359923505824,23.25951756799033,0.7373586424129144,3.0758014133869365,-0.0009944362266615103,0
2014-05-12,829.6953125,832.5193747102431,815.7859735766982,827.2553902914492,2886064,843.0177307128906,835.6102905273438,838.4178323648126,23.378431128050266,-0.09664169680922896,2.4413127913477033,-0.0002547584824866833,1
2014-05-13,849.5218505859375,860.2996293307093,832.1737289911872,832.1737289911872,2547484,844.6468872070312,835.8642749023437,839.4753579096816,46.99583834168689,0.8326447416734482,2.119579181412852,0.023896167408969715,1
2014-05-14,851.5006713867188,859.8000662515361,845.7371636443072,850.847398796905,1389228,845.6458892822266,836.0732971191406,840.6206258598756,50.708051513451736,1.7090839839468117,2.0374801419196444,0.002329334789230364,0
2014-05-15,842.6826171875,854.9205055424927,834.2294706158439,851.500861043168,2520196,844.5008941650391,836.1578295898438,840.8170059863161,44.54742917977451,1.6728416423833323,1.964552442012382,-0.010355898116742535,0
2014-05-16,830.2333374023438,865.8325680550582,806.9871881889494,845.3337473056871,5241798,843.8179168701172,835.2740942382812,839.8090375497472,39.54423202244801,0.6322779828851708,1.69809755018694,-0.014773390991149715,0
2014-05-19,782.5691528320312,829.9452107045004,768.2756707424298,826.1028717660536,6516606,840.2407043457031,833.7114221191406,834.3576199575838,26.056635921489615,-3.9924550264090612,0.5599870348677397,-0.05741058859361814,1
2014-05-20,794.6724243164062,829.9451102640465,779.226242414577,779.226242414577,4702114,837.290737915039,832.3861987304688,830.5780775155669,32.07217571378416,-6.604820142898575,-0.8729744006855233,0.015466072794429131,1
2014-05-21,800.3015747070312,802.6645755468593,789.9080294886737,791.9828549184203,4116946,834.6356872558594,831.0871044921874,827.6946010576112,35.27614877070506,-8.127227309637874,-2.3238249824759936,0.007083611080964891,1
2014-05-22,811.482666015625,816.1127026996096,797.323704835436,805.642330219118,4216842,832.6799346923829,830.0973181152344,826.1506072440886,36.99462653336472,-8.335439574521388,-3.5261479008850727,0.013971097473707728,1
2014-05-23,817.6109619140625,825.7183315897722,805.3539427697359,814.191319050129,3094780,831.0305969238282,829.3242346191406,825.337307688848,38.760733878062645,-7.914711168221174,-4.403860554352293,0.007551973880757457,1
2014-05-26,827.6398315429688,833.6339179850638,819.8014974021729,825.7186620175672,2650850,830.046011352539,829.4114575195313,825.5565956749548,44.287549332026984,-6.694860723734564,-4.862060588228747,0.01226606552024223,0
2014-05-27,818.9752807617188,839.3973676681626,813.8073538623977,830.0027743024003,1795094,828.8952362060547,829.2562255859375,824.9298037784562,45.53888521069013,-6.354031968025765,-5.160454864188151,-0.010468987174163336,1
2014-05-28,826.3142700195312,829.4649693815275,815.5172594152189,822.26058342859,1887488,828.0556945800781,829.0341418457032,825.0616577061776,48.55458991675026,-5.429143834376873,-5.214192658225896,0.008961185313171693,1
2014-05-29,829.9263305664062,837.6302421512905,820.4165376795969,824.1820501901459,2820710,827.493765258789,829.114072265625,825.5249598833423,50.00629432252109,-4.354504212144889,-5.0422549690096945,0.004371291502432317,0
2014-05-30,822.7791748046875,832.6347353257393,818.4756807301051,829.4840365838481,2585648,826.2046661376953,829.1278991699219,825.263456542518,47.87287802152915,-4.033069592104198,-4.8404178936285955,-0.008611795406998302,0
2014-06-02,818.3605346679688,829.0806219756814,813.0580885710083,823.7974063333849,1095158,824.5937744140625,829.1882263183594,824.6060354116086,39.412610545603705,-4.0877565577695805,-4.6898856264567925,-0.00537038402529777,0
2014-06-03,817.88037109375,821.4921324695088,808.8892409555142,818.3606635004791,2484628,823.243197631836,829.8737036132812,823.965495952765,38.4596206666094,-4.122321997669928,-4.57637290069942,-0.0005867384286970534,0
2014-06-04,802.7607421875,820.3009836551347,798.0538765219277,818.4182749117507,2141062,821.7773345947265,829.7280786132812,821.9459955941683,36.86480841834686,-5.308549397547154,-4.722808200068967,-0.018486357468183945,1
2014-06-05,808.485595703125,813.1924602360804,794.5955799307498,800.397548428902,4348470,820.6649719238281,829.55248046875,820.6640527474023,42.51321740760211,-5.7207500782838,-4.922396575711934,0.007131456752637044,1
2014-06-06,808.5245971679688,817.6601585171571,797.5658254899095,814.6925051144677,3361586,819.5958648681641,829.1809350585937,819.5079141207896,63.29470480249304,-5.975394368522643,-5.132996134274076,4.8240148063261046e-05,1
2014-06-09,819.9876708984375,821.6169206381289,806.875918284848,809.5913660867682,2666196,819.110482788086,829.0843774414062,819.5536052424702,63.05238956299757,-5.192373108945617,-5.144871529208384,0.014177767467583147,1
2014-06-10,837.19189453125,838.2780925662671,820.45313674025,820.45313674025,2628068,818.4939849853515,829.7403393554688,821.2334423175921,66.99222319120739,-3.1473058709449333,-4.7453583975556946,0.02098107598857224,1
2014-06-11,856.1221923828125,858.8570542476841,829.4526248672171,839.848926127478,3544562,818.7250610351563,830.7691467285156,824.5561804190417,69.19157409040146,0.0009307495045050018,-3.796100568143655,0.022611659256641214,1
2014-06-12,867.9152221679688,874.3740699392177,847.1420304468988,872.4344646376667,2734338,819.9866912841796,831.9734851074219,828.6856129665586,70.62249439139013,3.408241808222215,-2.355232092870481,0.013774937608302285,0
2014-06-13,858.6828002929688,868.5553736965629,847.6270485509625,868.1674525828083,1904022,821.4091644287109,832.7545727539062,831.5424879500262,62.80987780687058,5.302457652707972,-0.8236941437547907,-0.010637469696565871,1
2014-06-16,880.4837646484375,883.2767771445702,857.3054829267747,857.3054829267747,2439906,826.3048950195313,833.63701171875,836.2035619213034,72.89889090615762,8.465211295374274,1.0340869440710225,0.025388844807454625,1
2014-06-17,884.401611328125,891.0544177045289,880.9684730548477,886.3605363500413,1918144,830.7913543701172,834.6320043945312,840.7938523410007,72.19049866325808,11.159217316978243,3.0591130186524667,0.004449652380872582,0
2014-06-18,863.9193725585938,889.5027403264877,861.6888270911375,889.5027403264877,1948824,833.9722442626953,835.2615368652343,842.9962828379144,61.50329189513854,11.508824442694163,4.749055303460806,-0.0231594317640067,1
2014-06-19,882.9276733398438,887.9512317031298,857.3443005247159,865.0638910869286,1896354,837.5444946289062,836.4837182617188,846.7992724095267,68.84178091542017,13.167910151173032,6.4328262730032515,0.022002401364093593,1
2014-06-20,889.2701416015625,891.8304583121663,877.4773800357201,886.3607338428233,1155674,841.1274536132812,837.7178649902344,850.8441170944825,71.9482046529061,14.82365385645835,8.110991789694271,0.007183451661139095,0
2014-06-23,880.1346435546875,892.1795154522649,874.3933935208532,889.5028982988655,1262734,843.7521942138671,838.8722717285157,853.6336910430734,68.28922529170265,15.223200745960185,9.533433580947454,-0.010273029104994058,1
2014-06-24,895.729248046875,899.7830046599292,874.7620933425912,880.1929888223235,1479100,847.589892578125,840.4480822753907,857.6427917101021,77.23652278525648,16.606766322628005,10.948100129283565,0.017718430476959757,1
2014-06-25,896.3110961914062,899.9769315616959,889.5030620995555,896.097720649792,1028422,851.0897338867187,841.7438916015625,861.3254873749881,76.52924529171545,17.547920785135148,12.268064260453883,0.0006495803791155552,0
2014-06-26,895.1860961914062,909.3452164625536,888.7853979866411,890.6668532206589,2036182,854.3527221679688,842.3359631347656,864.5503072622661,76.0070086542153,17.995572620032362,13.413565932369579,-0.0012551445639581438,1
2014-06-27,930.83642578125,933.6875900567528,898.037666159946,898.8135086361101,3058836,859.7555847167969,844.074833984375,870.8632709307408,79.04855709373996,20.985120177389263,14.927876781373516,0.03982448983682718,1
2014-06-30,940.8640747070312,944.5881562449732,921.9335952265876,931.2242893619464,2146470,865.88076171875,845.8098474121093,877.5300141475303,78.2297053885512,23.88813803347307,16.719929031793427,0.010772729394818326,0
2014-07-01,927.4226684570312,938.3814430607796,924.1447530479956,938.3426130553562,1092790,871.357876586914,847.2848657226563,882.2816955103399,70.01320180185921,24.81810379782962,18.339563985000666,-0.014286236037001854,1
2014-07-02,931.63134765625,935.5687089214812,924.6099378933764,931.0106360159864,907740,877.8014068603516,848.8494409179688,886.981662381379,68.67968445527451,25.59961715277234,19.791574618555003,0.00453803787891105,1
2014-07-03,937.9544677734376,948.4671683402132,927.9073483312025,930.6227962569208,1526762,884.2748504638672,850.5965759277344,891.8362152758608,73.64342919807052,26.42458885442295,21.118177465728593,0.006787148299694845,0
2014-07-04,935.083740234375,940.902556290594,931.3984900654364,935.8207523852456,536136,890.6028076171875,852.2862963867187,895.9550271766716,68.3579045007921,26.54079538274914,22.202701049132703,-0.003060625688875107,1
2014-07-07,965.3612060546876,969.0270420159676,935.0451110663494,938.7886070242256,2204902,897.871484375,854.6468896484375,902.5651394507684,73.122151658662,28.744677595648,23.51109635843576,0.032379416428226726,0
2014-07-08,950.193115234375,964.4297976031124,943.9088137064812,963.9643113246166,2500588,903.5215454101562,856.8109362792969,907.1011371444453,75.4112241570304,28.933801114724474,24.595637309693505,-0.015712347590911335,0
2014-07-09,930.2926635742188,959.1927766858072,923.8726470984678,958.1648239681022,1554242,907.2300689697265,858.5546875,909.3098539472808,63.87803365373262,27.16474446743871,25.10945874124255,-0.020943586457419894,0
2014-07-10,912.312744140625,938.613810266581,905.7956515605308,930.8359742742504,1990562,909.4499450683594,859.9776440429688,909.5958434895041,56.32049512582057,24.034866119820663,24.894540216958173,-0.01932716459841166,1
2014-07-11,928.857666015625,934.8898581079476,915.9205540566444,919.7609350929226,1329446,912.9586883544922,861.58357421875,911.4303027777061,62.8425167715053,22.62860344866897,24.441352863300335,0.01813514277999584,1
2014-07-14,941.19384765625,946.139843146252,925.2890778452634,938.3038535466948,1587924,915.9941925048828,863.3958837890625,914.2649260994721,62.19309858952044,22.253037743757545,24.00368983939178,0.013281024738205138,0
2014-07-15,930.7388916015624,942.6480475822364,928.58591106995,941.1739288132862,1389656,918.3110565185547,865.1128234863281,915.8338751949093,58.76878113996559,20.871181648723564,23.377188201258136,-0.011108185716175667,1
2014-07-16,931.7283325195312,940.3207470071594,925.909516015774,934.7540413356452,1407240,921.7015045166015,867.105830078125,917.3476330353494,59.31376209357255,19.629612397936853,22.62767304059388,0.0010630703486198545,0
2014-07-17,924.0086669921876,942.5707299478114,921.3126342250736,934.8898730452324,1790220,923.7555541992188,868.9713464355468,917.982017221715,47.970860021882956,17.81735989559013,21.665610411593132,-0.008285318003015463,1
2014-07-18,946.9930419921876,963.9840063985406,944.5879499317692,951.1826091304716,3507488,926.64169921875,871.3130725097657,920.7449719617599,51.69122172104217,18.027968506052616,20.93808203048503,0.024874631398013047,1
2014-07-21,955.74072265625,958.1070795277906,947.710773882244,957.389387525368,981072,930.4220031738281,873.8339807128906,924.0779005993304,58.02185368701,18.6853489973538,20.487535423858784,0.009237323059586577,1
2014-07-22,982.37158203125,985.3198209532512,955.0231381819568,956.2257317518756,2399016,934.7541198730469,876.4909753417969,929.6296797833228,62.75342611177961,21.111851281166764,20.612398595320382,0.027864104504186082,1
2014-07-23,1003.2224731445312,1007.1599305400232,982.3329712740262,985.3199458692498,2065858,940.0996887207032,879.5254113769531,936.6385172462951,65.2884246139188,24.43568511049955,21.377055898356218,0.021225055258793146,1
2014-07-24,1006.732666015625,1009.370548034189,995.7933116079028,1006.6162707619426,1481418,945.6770172119141,882.8064123535156,943.3141504624217,66.73296777919875,27.04137446381901,22.50991961144878,0.0034989177027617835,1
2014-07-25,1010.825439453125,1014.161598905382,995.793496335478,1006.2673663787416,1806914,949.6764678955078,886.4182543945312,949.7437970329648,62.09731694039475,29.1011942089973,23.828174530958485,0.004065402440647903,1
2014-07-28,1022.0948486328124,1026.1803280144748,1008.5553195886806,1017.298725395788,1314922,953.7380065917969,891.2087683105469,956.6343733758074,69.53727020400363,31.282359764892703,25.31901157774533,0.011148719392919393,1
2014-07-30,1024.3648681640625,1030.2661820012088,1015.5030193211654,1020.3188036562032,1899252,958.5851165771485,895.8026171875,963.0848966889746,78.27006765612946,32.815840208444456,26.818377303885157,0.0022209480209067767,0
2014-07-31,1018.4442749023438,1025.529806058639,1014.1810832240794,1016.4903401581972,2407210,962.9257629394531,900.1654711914063,968.3572184235811,84.38639920487611,33.17101727344402,28.08890529779693,-0.005779769929371015,0
2014-08-01,993.3187255859376,1021.5622504928368,990.7924407795967,1016.4504123535704,2381882,965.6939758300781,903.8021923828124,970.734504819996,69.78515516696172,31.066955287466044,28.684515295730755,-0.024670519473257713,1
2014-08-04,997.1276245117188,1003.3841619830272,982.1078291525,999.4762955844571,1828636,968.7961700439453,907.3925256347657,973.2481352668267,68.11616721721754,29.368278086976034,28.821267853979812,0.0038345183954267004,0
2014-08-05,996.2003173828124,1004.6082564458516,982.9371777925696,1004.5687440953918,1404656,970.3381256103515,910.7637353515624,975.434057373111,72.59664653056825,27.6287511864291,28.58276452046967,-0.000929978375998175,0
2014-08-06,989.4696044921876,1000.6012890869814,982.995942226624,993.2196141101588,1837562,972.3019500732422,914.1736218261718,976.7707761463564,69.17181849095907,25.414093456133855,27.949030307602506,-0.006756385009299648,0
2014-08-07,974.9241943359376,984.8715753416194,970.680759692682,982.8978848098728,1672656,974.5335266113282,917.1458203125,976.5949112120309,66.17242103973433,22.229025837812742,26.805029413644554,-0.014700209172888057,1
2014-08-08,978.4368896484376,989.8842896398684,973.0289992716262,973.0289992716262,1464790,977.8397338867187,920.1160314941407,976.7703377297838,61.3974066152285,19.760495269039097,25.396122584723464,0.003603044557626056,0
2014-08-11,974.3709716796876,985.0881632441937,969.081522488454,983.2525742279524,1290896,980.1153991699218,923.1478674316406,976.5418266773937,56.990123443219474,17.27692378580855,23.772282824940483,-0.004155523991139498,1
2014-08-12,975.6936645507812,982.8581207979796,963.2396612098812,982.8581207979796,984552,981.8403900146484,926.2945300292969,976.4610493320021,46.90702735281162,15.239731613042181,22.06577258256082,0.0013574838634748954,1
2014-08-13,986.8648071289062,998.6871915650128,975.0029103421268,975.0029103421268,2768378,984.6466857910157,929.67421875,977.4518834078976,41.67746303047614,14.361114001146461,20.52484086627795,0.011449436420465364,0
2014-08-14,986.7464599609376,999.47676232467,982.9175200746922,992.3714772844472,1578056,987.397592163086,933.3539331054687,978.3370811748538,39.46780329589885,13.499638160750237,19.119800325172406,-0.00011992237144720086,0
2014-08-18,981.9503784179688,988.8187817063344,975.0029504250084,983.3122053699528,1373260,990.294677734375,936.8232287597656,978.681204721817,34.89557558741319,12.28825727198921,17.75349171453577,-0.0048605003793565915,0
2014-08-19,962.5684814453124,988.77904251447,961.186898634134,986.8448651274476,3234156,991.0734497070313,939.9041064453126,977.1466596478642,21.29800538677408,9.652998329734032,16.133393037575424,-0.019738163351882165,0
2014-08-20,961.6607055664062,969.1015554865392,959.233105391712,964.9370502722056,2056758,991.3694488525391,942.7375671386719,975.6718068782016,19.363292551785946,7.405915916490585,14.387897613358458,-0.0009430766708079519,0
2014-08-21,960.1806030273438,971.0556561746768,959.2135140262052,965.9240612436724,2265450,990.2598999023437,945.1973413085938,974.1964541305008,20.24161047045196,5.442912502240688,12.598900591134903,-0.001539110967615942,1
2014-08-22,972.7134399414062,974.292392070642,961.502918372468,964.7397509630836,3096238,988.7344482421875,947.5291662597656,974.0552146839204,37.92212995989499,4.842689837471767,11.047658440402277,0.013052582893830378,1
2014-08-25,995.5494384765624,998.09548044363,973.7795701942374,975.003297091464,3143512,988.1752868652344,950.0818505859374,976.102283616553,49.24364880874023,6.1389176631781766,10.065910284957457,0.023476594028074338,1
2014-08-26,1000.1871948242188,1006.5819313490604,986.845030734373,998.2924330908918,1815490,987.6433746337891,952.9119384765625,978.3960846839498,51.84510402419732,7.4544850681667185,9.54362524159931,0.004658489240628061,1
2014-08-27,1006.5626220703124,1013.4507841687448,992.3915596858972,1000.2665672532062,1435460,986.8667633056641,955.433515625,981.0786120540795,57.93665008592654,8.908829965573545,9.416666186394158,0.006374234022476166,0
2014-08-28,995.6671142578124,1006.3052806795248,991.9762765901636,1005.3973642957212,1766288,985.4318756103515,957.6588256835937,982.4679932163398,59.96928124207968,9.077591527324557,9.348851254580238,-0.010824470900866467,1
2014-09-01,1001.5097045898438,1010.5295084778284,995.943955354393,996.8715320411662,810148,984.5851470947266,960.4106323242188,984.2814895376258,60.846150359018225,9.572439369686776,9.393568877601545,0.005868015773913049,1
2014-09-02,1001.805419921875,1008.4765492008056,992.4107336669124,1004.923907597025,1407940,985.0094818115234,962.7881872558594,985.9504352885067,63.37041271986756,9.874642869594823,9.4897836760002,0.0002952695622180368,1
2014-09-03,1028.8450927734375,1032.6346161519862,1002.2397899120384,1002.2397899120384,3061690,986.5953552246094,965.5796862792969,990.035640763262,70.71197695796636,12.155891390506781,10.023005218901517,0.026990942865602774,0
2014-09-04,1020.2991333007812,1037.1544280769297,1017.4175263784912,1035.003125066118,1701598,987.8002960205079,968.3829760742187,992.9178781477876,63.30077106341484,13.122936725134537,10.642991520148122,-0.008306361698843356,1
2014-09-05,1025.76611328125,1034.9240147849684,1019.6279186578656,1026.2791955379328,1467060,989.615121459961,970.9837133789063,996.0462814938317,64.88909880728461,14.167156552984238,11.347824526715346,0.005358212902506709,1
2014-09-08,1043.1741943359375,1046.055801289279,1025.9439175161676,1031.0557558368291,1697342,993.027621459961,973.9209753417969,1000.5346541454608,71.3106134223015,16.212507253776266,12.320761072127532,0.01697080926079919,0
2014-09-09,1038.6541748046875,1052.766055754528,1036.226575092012,1046.844986824525,1418098,996.0384857177735,976.7903369140626,1004.1650846844348,79.53994400010623,17.269660720521756,13.310541001806378,-0.004332947992571223,0
2014-09-10,1026.3780517578125,1043.193930410694,1022.8451656581163,1041.3189247652676,1258768,998.6388397216797,978.7011694335938,1006.2806053580897,73.08814364905065,16.921817743770816,14.032796350199266,-0.011819259330646315,0
2014-09-11,1025.66796875,1035.9508210431777,1022.9639737205532,1030.2666299095674,1075622,1001.1375549316406,980.3972473144531,1008.1270209192239,73.49191884735251,16.399805168841,14.506198113927613,-0.0006918337805416064,1
2014-09-12,1029.3189697265625,1035.9308320126609,1023.6346840277964,1030.26630249056,1196210,1003.2602630615235,982.4351733398438,1010.1453017580181,71.68779029496378,16.095176532267374,14.823993797595566,0.0035596324422728642,0
2014-09-15,1009.8589477539062,1033.6616850000603,1008.1615538978376,1031.8458503872153,1151544,1004.4158874511719,983.9997253417969,1010.1180299481027,55.628128278315685,14.120720132207111,14.683339064517876,-0.018905725576811028,0
2014-09-16,1006.9177856445312,1016.4506728235322,1004.2137909371128,1012.8980296952168,1535608,1005.6642578125,985.3789916992188,1009.813244776334,52.68304219233117,12.178238851272909,14.182319021868883,-0.0029124484324435373,1
2014-09-17,1022.8447265625,1028.1934438555224,1010.9236624297891,1010.9236624297891,1657700,1008.6780700683594,987.1342114257812,1011.0543382797784,56.031308924671414,11.788093660507002,13.703473949596507,0.01581751871407633,1
2014-09-18,1043.0162353515625,1046.7662463468066,1018.8187767079332,1023.0424540282604,1483078,1012.7458465576171,988.6873120117187,1014.0983284770912,66.41150706075092,12.957210310054279,13.554221221688062,0.019720988205955248,1
2014-09-19,1071.3978271484375,1081.582086507385,1042.8977637052958,1043.2925016930724,3587864,1018.3067077636719,991.11140625,1019.555423588648,70.95032251194485,15.989582981557987,14.041293573662049,0.027211073840388122,1
2014-09-22,1074.3980712890625,1079.213856348118,1056.4177333766097,1071.319095145864,999584,1023.3909393310547,993.9935144042969,1024.7785328934494,71.41383857421361,18.422491781201188,14.917533215169879,0.0028003082184795414,0
2014-09-23,1061.134765625,1098.3388253961334,1059.200587803572,1075.2664065418282,2055990,1026.6702056884765,996.9699548339844,1028.2410312488353,60.367661872110865,19.06063250537011,15.746153073209927,-0.012344871066409469,0
2014-09-24,1043.2926025390625,1068.5360800231151,1039.2465377732565,1063.0295038356774,2442132,1028.8254760742188,999.2586535644531,1029.6745142288569,56.96690615551055,17.920078666962013,16.180938191960344,-0.01681422912897268,1
2014-09-25,1069.1873779296875,1075.6610425361348,1050.003072714172,1050.3780545372535,2473158,1031.9567138671875,1001.8185241699218,1033.4376441051265,61.70718847379708,18.88794502225369,16.722339558019016,0.024820242497267664,0
